1,0.000005
2,0.000001
3,0.000020
4,0.000001
5,0.000011
6,0.000010
7,0.000001
8,0.000148
9,0.000001
10,0.000002
11,0.000002
12,0.000005
13,0.000001
14,0.000001
15,0.000003
16,0.000027
17,0.000071
18,0.000107
19,0.000005
20,0.000001
21,0.000002
22,0.000002
23,0.000006
24,0.000013
25,0.000012
26,0.000058
27,0.000003
28,0.000396
29,0.000005
30,0.001178
31,0.000002
32,0.000018
33,0.000069
34,0.000001
35,0.000008
36,0.000009
37,0.000003
38,0.000008
39,0.000007
40,0.000005
41,0.000001
42,0.000001
43,0.000001
44,0.000085
45,0.000026
46,0.000065
47,0.000023
48,0.000036
49,0.000002
50,0.000003
51,0.000001
52,0.000051
53,0.000001
54,0.000002
55,0.000024
56,0.000018
57,0.000035
58,0.000173
59,0.000002
60,0.000003
61,0.000001
62,0.000003
63,0.000002
64,0.000001
65,0.000003
66,0.000002
67,0.000003
68,0.000022
69,0.000001
70,0.000003
71,0.000016
72,0.000002
73,0.000007
74,0.000004
75,0.000002
76,0.000029
77,0.000135
78,0.000048
79,0.000034
80,0.000003
81,0.000012
82,0.000001
83,0.000186
84,0.000027
85,0.000003
86,0.000002
87,0.000001
88,0.000010
89,0.000009
90,0.000006
91,0.000006
92,0.000002
93,0.000002
94,0.000003
95,0.000009
96,0.000005
97,0.000115
98,0.000001
99,0.000001
100,0.000001
101,0.000003
102,0.000003
103,0.000002
104,0.000035
105,0.000002
106,0.000009
107,0.000008
108,0.000189
109,0.000005
110,0.000021
111,0.000300
112,0.000002
113,0.000014
114,0.000004
115,0.000007
116,0.000011
117,0.000010
118,0.000191
119,0.000001
120,0.000003
121,0.000001
122,0.000034
123,0.000003
124,0.000002
125,0.000017
126,0.000012
127,0.000030
128,0.000004
129,0.000008
130,0.000001
131,0.000007
132,0.000008
133,0.000026
134,0.000001
135,0.000004
136,0.000001
137,0.000002
138,0.000060
139,0.000001
140,0.000001
141,0.000001
142,0.000003
143,0.000382
144,0.000003
145,0.000005
146,0.000004
147,0.000001
148,0.000221
149,0.000001
150,0.000003
151,0.000002
152,0.000091
153,0.000003
154,0.000002
155,0.000010
156,0.000081
157,0.000007
158,0.000004
159,0.000002
160,0.000009
161,0.000006
162,0.000005
163,0.000002
164,0.000006
165,0.000046
166,0.000094
167,0.000091
168,0.000013
169,0.000003
170,0.000002
171,0.000062
172,0.000003
173,0.000022
174,0.000002
175,0.000900
176,0.000002
177,0.000002
178,0.000019
179,0.000003
180,0.000024
181,0.000035
182,0.000002
183,0.000002
184,0.000004
185,0.000023
186,0.000003
187,0.000200
188,0.000025
189,0.000141
190,0.000001
